room,day,time,occupied
CS Lab-I (C-14),Sa,11:00,true
CS Lab-I (C-14),Su,11:00,false
CS Lab-I (C-14),Mo,11:20,true
CS Lab-I (C-14),Tu,11:20,true
CS Lab-I (C-14),We,11:20,true
CS Lab-I (C-14),Th,11:20,true
CS Lab-I (C-14),Fr,11:20,true
CS Lab-I (C-14),Sa,11:20,true
CS Lab-I (C-14),Su,11:20,false
CS Lab-I (C-14),Mo,11:40,true
CS Lab-I (C-14),Tu,11:40,true
CS Lab-I (C-14),We,11:40,true
CS Lab-I (C-14),Th,11:40,true
CS Lab-I (C-14),Fr,11:40,true
CS Lab-I (C-14),Sa,11:40,true
CS Lab-I (C-14),Su,11:40,false
CS Lab-I (C-14),Mo,12:00,true
CS Lab-I (C-14),Tu,12:00,true
CS Lab-I (C-14),We,12:00,true
CS Lab-I (C-14),Th,12:00,true
CS Lab-I (C-14),Fr,12:00,true
CS Lab-I (C-14),Sa,12:00,false
CS Lab-I (C-14),Su,12:00,false
CS Lab-I (C-14),Mo,12:20,true
CS Lab-I (C-14),Tu,12:20,true
CS Lab-I (C-14),We,12:20,true
CS Lab-I (C-14),Th,12:20,true
CS Lab-I (C-14),Fr,12:20,true
CS Lab-I (C-14),Sa,12:20,false
CS Lab-I (C-14),Su,12:20,false
CS Lab-I (C-14),Mo,12:40,true
CS Lab-I (C-14),Tu,12:40,true
CS Lab-I (C-14),We,12:40,true
CS Lab-I (C-14),Th,12:40,true
CS Lab-I (C-14),Fr,12:40,true
CS Lab-I (C-14),Sa,12:40,false
CS Lab-I (C-14),Su,12:40,false
CS Lab-I (C-14),Mo,13:00,true
CS Lab-I (C-14),Tu,13:00,true
CS Lab-I (C-14),We,13:00,true
CS Lab-I (C-14),Th,13:00,true
CS Lab-I (C-14),Fr,13:00,false
CS Lab-I (C-14),Sa,13:00,false
CS Lab-I (C-14),Su,13:00,false
CS Lab-I (C-14),Mo,13:20,true
CS Lab-I (C-14),Tu,13:20,true
CS Lab-I (C-14),We,13:20,true
CS Lab-I (C-14),Th,13:20,true
CS Lab-I (C-14),Fr,13:20,false
CS Lab-I (C-14),Sa,13:20,false
CS Lab-I (C-14),Su,13:20,false
CS Lab-I (C-14),Mo,13:40,true
CS Lab-I (C-14),Tu,13:40,true
CS Lab-I (C-14),We,13:40,true
CS Lab-I (C-14),Th,13:40,true
CS Lab-I (C-14),Fr,13:40,false
CS Lab-I (C-14),Sa,13:40,false
CS Lab-I (C-14),Su,13:40,false
CS Lab-I (C-14),Mo,14:00,false
CS Lab-I (C-14),Tu,14:00,false
CS Lab-I (C-14),We,14:00,false
CS Lab-I (C-14),Th,14:00,true
CS Lab-I (C-14),Fr,14:00,false
CS Lab-I (C-14),Sa,14:00,false
CS Lab-I (C-14),Su,14:00,false
CS Lab-I (C-14),Mo,14:20,false
CS Lab-I (C-14),Tu,14:20,false
CS Lab-I (C-14),We,14:20,false
CS Lab-I (C-14),Th,14:20,true
CS Lab-I (C-14),Fr,14:20,false
CS Lab-I (C-14),Sa,14:20,false
CS Lab-I (C-14),Su,14:20,false
CS Lab-I (C-14),Mo,14:40,false
CS Lab-I (C-14),Tu,14:40,false
CS Lab-I (C-14),We,14:40,false
CS Lab-I (C-14),Th,14:40,true
CS Lab-I (C-14),Fr,14:40,false
CS Lab-I (C-14),Sa,14:40,false
CS Lab-I (C-14),Su,14:40,false
CS Lab-I (C-14),Mo,15:00,false
CS Lab-I (C-14),Tu,15:00,false
CS Lab-I (C-14),We,15:00,false
CS Lab-I (C-14),Th,15:00,true
CS Lab-I (C-14),Fr,15:00,false
CS Lab-I (C-14),Sa,15:00,false
CS Lab-I (C-14),Su,15:00,false
CS Lab-I (C-14),Mo,15:20,false
CS Lab-I (C-14),Tu,15:20,false
CS Lab-I (C-14),We,15:20,false
CS Lab-I (C-14),Th,15:20,true
CS Lab-I (C-14),Fr,15:20,false
CS Lab-I (C-14),Sa,15:20,false
CS Lab-I (C-14),Su,15:20,false
CS Lab-I (C-14),Mo,15:40,false
CS Lab-I (C-14),Tu,15:40,false
CS Lab-I (C-14),We,15:40,false
CS Lab-I (C-14),Th,15:40,true
CS Lab-I (C-14),Fr,15:40,false
CS Lab-I (C-14),Sa,15:40,false
CS Lab-I (C-14),Su,15:40,false
CS Lab-P,Mo,08:00,true
CS Lab-P,Tu,08:00,true
CS Lab-P,We,08:00,true
CS Lab-P,Th,08:00,true
CS Lab-P,Fr,08:00,true
CS Lab-P,Sa,08:00,true
CS Lab-P,Su,08:00,false
CS Lab-P,Mo,08:20,true
CS Lab-P,Tu,08:20,true
CS Lab-P,We,08:20,true
CS Lab-P,Th,08:20,true
CS Lab-P,Fr,08:20,true
CS Lab-P,Sa,08:20,true
CS Lab-P,Su,08:20,false
CS Lab-P,Mo,08:40,true
CS Lab-P,Tu,08:40,true
CS Lab-P,We,08:40,true
CS Lab-P,Th,08:40,true
CS Lab-P,Fr,08:40,true
CS Lab-P,Sa,08:40,true
CS Lab-P,Su,08:40,false
CS Lab-P,Mo,09:00,true
CS Lab-P,Tu,09:00,true
CS Lab-P,We,09:00,true
CS Lab-P,Th,09:00,true
CS Lab-P,Fr,09:00,true
CS Lab-P,Sa,09:00,true
CS Lab-P,Su,09:00,false
CS Lab-P,Mo,09:20,true
CS Lab-P,Tu,09:20,true
CS Lab-P,We,09:20,true
CS Lab-P,Th,09:20,true
CS Lab-P,Fr,09:20,true
CS Lab-P,Sa,09:20,true
CS Lab-P,Su,09:20,false
CS Lab-P,Mo,09:40,true
CS Lab-P,Tu,09:40,true
CS Lab-P,We,09:40,true
CS Lab-P,Th,09:40,true
CS Lab-P,Fr,09:40,true
CS Lab-P,Sa,09:40,true
CS Lab-P,Su,09:40,false
CS Lab-P,Mo,10:00,true
CS Lab-P,Tu,10:00,true
CS Lab-P,We,10:00,true
CS Lab-P,Th,10:00,true
CS Lab-P,Fr,10:00,false
CS Lab-P,Sa,10:00,true
CS Lab-P,Su,10:00,false
CS Lab-P,Mo,10:20,true
CS Lab-P,Tu,10:20,true
CS Lab-P,We,10:20,true
CS Lab-P,Th,10:20,true
CS Lab-P,Fr,10:20,false
CS Lab-P,Sa,10:20,true
CS Lab-P,Su,10:20,false
CS Lab-P,Mo,10:40,true
CS Lab-P,Tu,10:40,true
CS Lab-P,We,10:40,true
CS Lab-P,Th,10:40,true
CS Lab-P,Fr,10:40,false
CS Lab-P,Sa,10:40,true
CS Lab-P,Su,10:40,false
CS Lab-P,Mo,11:00,true
CS Lab-P,Tu,11:00,true
CS Lab-P,We,11:00,true
CS Lab-P,Th,11:00,true
CS Lab-P,Fr,11:00,true
CS Lab-P,Sa,11:00,true
CS Lab-P,Su,11:00,false
CS Lab-P,Mo,11:20,true
CS Lab-P,Tu,11:20,true
CS Lab-P,We,11:20,true
CS Lab-P,Th,11:20,true
CS Lab-P,Fr,11:20,true
CS Lab-P,Sa,11:20,true
CS Lab-P,Su,11:20,false
CS Lab-P,Mo,11:40,true
CS Lab-P,Tu,11:40,true
CS Lab-P,We,11:40,true
CS Lab-P,Th,11:40,true
CS Lab-P,Fr,11:40,true
CS Lab-P,Sa,11:40,true
CS Lab-P,Su,11:40,false
CS Lab-P,Mo,12:00,true
CS Lab-P,Tu,12:00,true
CS Lab-P,We,12:00,true
CS Lab-P,Th,12:00,true
CS Lab-P,Fr,12:00,true
CS Lab-P,Sa,12:00,false
CS Lab-P,Su,12:00,false
CS Lab-P,Mo,12:20,true
CS Lab-P,Tu,12:20,true
CS Lab-P,We,12:20,true
CS Lab-P,Th,12:20,true
CS Lab-P,Fr,12:20,true
CS Lab-P,Sa,12:20,false
CS Lab-P,Su,12:20,false
CS Lab-P,Mo,12:40,true
CS Lab-P,Tu,12:40,true
CS Lab-P,We,12:40,true
CS Lab-P,Th,12:40,true
CS Lab-P,Fr,12:40,true
CS Lab-P,Sa,12:40,false
CS Lab-P,Su,12:40,false
CS Lab-P,Mo,13:00,true
CS Lab-P,Tu,13:00,true
CS Lab-P,We,13:00,true
CS Lab-P,Th,13:00,true
CS Lab-P,Fr,13:00,false
CS Lab-P,Sa,13:00,false
CS Lab-P,Su,13:00,false
CS Lab-P,Mo,13:20,true
CS Lab-P,Tu,13:20,true
CS Lab-P,We,13:20,true
CS Lab-P,Th,13:20,true
CS Lab-P,Fr,13:20,false
CS Lab-P,Sa,13:20,false
CS Lab-P,Su,13:20,false
CS Lab-P,Mo,13:40,true
CS Lab-P,Tu,13:40,true
CS Lab-P,We,13:40,true
CS Lab-P,Th,13:40,true
CS Lab-P,Fr,13:40,false
CS Lab-P,Sa,13:40,false
CS Lab-P,Su,13:40,false
CS Lab-P,Mo,14:00,false
CS Lab-P,Tu,14:00,true
CS Lab-P,We,14:00,false
CS Lab-P,Th,14:00,false
CS Lab-P,Fr,14:00,false
CS Lab-P,Sa,14:00,false
CS Lab-P,Su,14:00,false
CS Lab-P,Mo,14:20,false
CS Lab-P,Tu,14:20,true
CS Lab-P,We,14:20,false
CS Lab-P,Th,14:20,false
CS Lab-P,Fr,14:20,false
CS Lab-P,Sa,14:20,false
CS Lab-P,Su,14:20,false
CS Lab-P,Mo,14:40,false
CS Lab-P,Tu,14:40,true
CS Lab-P,We,14:40,false
CS Lab-P,Th,14:40,false
CS Lab-P,Fr,14:40,false
CS Lab-P,Sa,14:40,false
CS Lab-P,Su,14:40,false
CS Lab-P,Mo,15:00,false
CS Lab-P,Tu,15:00,true
CS Lab-P,We,15:00,false
CS Lab-P,Th,15:00,false
CS Lab-P,Fr,15:00,false
CS Lab-P,Sa,15:00,false
CS Lab-P,Su,15:00,false
CS Lab-P,Mo,15:20,false
CS Lab-P,Tu,15:20,true
CS Lab-P,We,15:20,false
CS Lab-P,Th,15:20,false
CS Lab-P,Fr,15:20,false
CS Lab-P,Sa,15:20,false
CS Lab-P,Su,15:20,false
CS Lab-P,Mo,15:40,false
CS Lab-P,Tu,15:40,true
CS Lab-P,We,15:40,false
CS Lab-P,Th,15:40,false
CS Lab-P,Fr,15:40,false
CS Lab-P,Sa,15:40,false
CS Lab-P,Su,15:40,false
D-2,Mo,08:00,true
D-2,Tu,08:00,false
D-2,We,08:00,true
D-2,Th,08:00,true
D-2,Fr,08:00,true
D-2,Sa,08:00,true
D-2,Su,08:00,false
D-2,Mo,08:20,true
D-2,Tu,08:20,false
D-2,We,08:20,true
D-2,Th,08:20,true
D-2,Fr,08:20,true
D-2,Sa,08:20,true
D-2,Su,08:20,true
D-2,Mo,08:40,true
D-2,Tu,08:40,false
D-2,We,08:40,true
D-2,Th,08:40,true
D-2,Fr,08:40,true
D-2,Sa,08:40,true
D-2,Su,08:40,true
D-2,Mo,09:00,true
D-2,Tu,09:00,false
D-2,We,09:00,false
D-2,Th,09:00,false
D-2,Fr,09:00,true
D-2,Sa,09:00,true
D-2,Su,09:00,true
D-2,Mo,09:20,true
D-2,Tu,09:20,false
D-2,We,09:20,false
D-2,Th,09:20,true
D-2,Fr,09:20,true
D-2,Sa,09:20,true
D-2,Su,09:20,true
D-2,Mo,09:40,true
D-2,Tu,09:40,true
D-2,We,09:40,false
D-2,Th,09:40,true
D-2,Fr,09:40,true
D-2,Sa,09:40,true
D-2,Su,09:40,true
D-2,Mo,10:00,true
D-2,Tu,10:00,true
D-2,We,10:00,true
D-2,Th,10:00,true
D-2,Fr,10:00,true
D-2,Sa,10:00,true
D-2,Su,10:00,true
D-2,Mo,10:20,true
D-2,Tu,10:20,true
D-2,We,10:20,true
D-2,Th,10:20,true
D-2,Fr,10:20,true
D-2,Sa,10:20,true
D-2,Su,10:20,true
D-2,Mo,10:40,true
D-2,Tu,10:40,true
D-2,We,10:40,true
D-2,Th,10:40,true
D-2,Fr,10:40,true
D-2,Sa,10:40,true
D-2,Su,10:40,true
D-2,Mo,11:00,true
D-2,Tu,11:00,true
D-2,We,11:00,true
D-2,Th,11:00,true
D-2,Fr,11:00,true
D-2,Sa,11:00,true
D-2,Su,11:00,true
D-2,Mo,11:20,true
D-2,Tu,11:20,true
D-2,We,11:20,true
D-2,Th,11:20,true
D-2,Fr,11:20,true
D-2,Sa,11:20,true
D-2,Su,11:20,true
D-2,Mo,11:40,true
D-2,Tu,11:40,true
D-2,We,11:40,true
D-2,Th,11:40,true
D-2,Fr,11:40,true
D-2,Sa,11:40,true
D-2,Su,11:40,true
D-2,Mo,12:00,true
D-2,Tu,12:00,true
D-2,We,12:00,true
D-2,Th,12:00,true
D-2,Fr,12:00,true
D-2,Sa,12:00,true
D-2,Su,12:00,true
D-2,Mo,12:20,true
D-2,Tu,12:20,true
D-2,We,12:20,true
D-2,Th,12:20,true
D-2,Fr,12:20,true
D-2,Sa,12:20,true
D-2,Su,12:20,false
D-2,Mo,12:40,true
D-2,Tu,12:40,true
D-2,We,12:40,true
D-2,Th,12:40,true
D-2,Fr,12:40,true
D-2,Sa,12:40,true
D-2,Su,12:40,false
D-2,Mo,13:00,false
D-2,Tu,13:00,false
D-2,We,13:00,false
D-2,Th,13:00,true
D-2,Fr,13:00,false
D-2,Sa,13:00,true
D-2,Su,13:00,false
D-2,Mo,13:20,false
D-2,Tu,13:20,false
D-2,We,13:20,false
D-2,Th,13:20,true
D-2,Fr,13:20,false
D-2,Sa,13:20,false
D-2,Su,13:20,false
D-2,Mo,13:40,false
D-2,Tu,13:40,false
D-2,We,13:40,false
D-2,Th,13:40,true
D-2,Fr,13:40,false
D-2,Sa,13:40,false
D-2,Su,13:40,false
D-2,Mo,14:00,true
D-2,Tu,14:00,true
D-2,We,14:00,false
D-2,Th,14:00,true
D-2,Fr,14:00,false
D-2,Sa,14:00,false
D-2,Su,14:00,false
D-2,Mo,14:20,true
D-2,Tu,14:20,true
D-2,We,14:20,false
D-2,Th,14:20,true
D-2,Fr,14:20,false
D-2,Sa,14:20,false
D-2,Su,14:20,false
D-2,Mo,14:40,true
D-2,Tu,14:40,true
D-2,We,14:40,false
D-2,Th,14:40,true
D-2,Fr,14:40,false
D-2,Sa,14:40,false
D-2,Su,14:40,false
D-2,Mo,15:00,true
D-2,Tu,15:00,true
D-2,We,15:00,false
D-2,Th,15:00,true
D-2,Fr,15:00,false
D-2,Sa,15:00,false
D-2,Su,15:00,false
D-2,Mo,15:20,true
D-2,Tu,15:20,true
D-2,We,15:20,false
D-2,Th,15:20,true
D-2,Fr,15:20,false
D-2,Sa,15:20,false
D-2,Su,15:20,false
D-2,Mo,15:40,true
D-2,Tu,15:40,true
D-2,We,15:40,false
D-2,Th,15:40,true
D-2,Fr,15:40,false
D-2,Sa,15:40,false
D-2,Su,15:40,false
D-3,Mo,08:00,true
D-3,Tu,08:00,true
D-3,We,08:00,true
D-3,Th,08:00,true
D-3,Fr,08:00,true
D-3,Sa,08:00,true
D-3,Su,08:00,false
D-3,Mo,08:20,true
D-3,Tu,08:20,true
D-3,We,08:20,true
D-3,Th,08:20,true
D-3,Fr,08:20,true
D-3,Sa,08:20,true
D-3,Su,08:20,false
D-3,Mo,08:40,true
D-3,Tu,08:40,true
D-3,We,08:40,true
D-3,Th,08:40,true
D-3,Fr,08:40,true
D-3,Sa,08:40,true
D-3,Su,08:40,false
D-3,Mo,09:00,true
D-3,Tu,09:00,true
D-3,We,09:00,true
D-3,Th,09:00,true
D-3,Fr,09:00,true
D-3,Sa,09:00,false
D-3,Su,09:00,false
D-3,Mo,09:20,true
D-3,Tu,09:20,true
D-3,We,09:20,true
D-3,Th,09:20,true
D-3,Fr,09:20,false
D-3,Sa,09:20,true
D-3,Su,09:20,false
D-3,Mo,09:40,true
D-3,Tu,09:40,true
D-3,We,09:40,true
D-3,Th,09:40,true
D-3,Fr,09:40,false
D-3,Sa,09:40,true
D-3,Su,09:40,false
D-3,Mo,10:00,true
D-3,Tu,10:00,true
D-3,We,10:00,true
D-3,Th,10:00,true
D-3,Fr,10:00,true
D-3,Sa,10:00,true
D-3,Su,10:00,false
D-3,Mo,10:20,true
D-3,Tu,10:20,true
D-3,We,10:20,true
D-3,Th,10:20,true
D-3,Fr,10:20,true
D-3,Sa,10:20,true
D-3,Su,10:20,false
D-3,Mo,10:40,true
D-3,Tu,10:40,true
D-3,We,10:40,true
D-3,Th,10:40,true
D-3,Fr,10:40,true
D-3,Sa,10:40,true
D-3,Su,10:40,false
D-3,Mo,11:00,false
D-3,Tu,11:00,true
D-3,We,11:00,true
D-3,Th,11:00,true
D-3,Fr,11:00,true
D-3,Sa,11:00,true
D-3,Su,11:00,false
D-3,Mo,11:20,false
D-3,Tu,11:20,true
D-3,We,11:20,true
D-3,Th,11:20,true
D-3,Fr,11:20,true
D-3,Sa,11:20,false
D-3,Su,11:20,false
D-3,Mo,11:40,false
D-3,Tu,11:40,true
D-3,We,11:40,true
D-3,Th,11:40,true
D-3,Fr,11:40,true
D-3,Sa,11:40,true
D-3,Su,11:40,false
D-3,Mo,12:00,true
D-3,Tu,12:00,true
D-3,We,12:00,true
D-3,Th,12:00,true
D-3,Fr,12:00,true
D-3,Sa,12:00,true
D-3,Su,12:00,false
D-3,Mo,12:20,true
D-3,Tu,12:20,true
D-3,We,12:20,true
D-3,Th,12:20,true
D-3,Fr,12:20,true
D-3,Sa,12:20,true
D-3,Su,12:20,false
D-3,Mo,12:40,true
D-3,Tu,12:40,true
D-3,We,12:40,true
D-3,Th,12:40,true
D-3,Fr,12:40,true
D-3,Sa,12:40,true
D-3,Su,12:40,false
D-3,Mo,13:00,true
D-3,Tu,13:00,true
D-3,We,13:00,true
D-3,Th,13:00,true
D-3,Fr,13:00,false
D-3,Sa,13:00,false
D-3,Su,13:00,false
D-3,Mo,13:20,true
D-3,Tu,13:20,true
D-3,We,13:20,true
D-3,Th,13:20,true
D-3,Fr,13:20,false
D-3,Sa,13:20,false
D-3,Su,13:20,false
D-3,Mo,13:40,true
D-3,Tu,13:40,true
D-3,We,13:40,true
D-3,Th,13:40,true
D-3,Fr,13:40,false
D-3,Sa,13:40,false
D-3,Su,13:40,false
D-3,Mo,14:00,true
D-3,Tu,14:00,false
D-3,We,14:00,false
D-3,Th,14:00,false
D-3,Fr,14:00,false
D-3,Sa,14:00,false
D-3,Su,14:00,false
D-3,Mo,14:20,true
D-3,Tu,14:20,false
D-3,We,14:20,false
D-3,Th,14:20,false
D-3,Fr,14:20,false
D-3,Sa,14:20,false
D-3,Su,14:20,false
D-3,Mo,14:40,true
D-3,Tu,14:40,false
D-3,We,14:40,false
D-3,Th,14:40,false
D-3,Fr,14:40,false
D-3,Sa,14:40,false
D-3,Su,14:40,false
D-3,Mo,15:00,true
D-3,Tu,15:00,false
D-3,We,15:00,false
D-3,Th,15:00,false
D-3,Fr,15:00,false
D-3,Sa,15:00,false
D-3,Su,15:00,false
D-3,Mo,15:20,true
D-3,Tu,15:20,false
D-3,We,15:20,false
D-3,Th,15:20,false
D-3,Fr,15:20,false
D-3,Sa,15:20,false
D-3,Su,15:20,false
D-3,Mo,15:40,true
D-3,Tu,15:40,false
D-3,We,15:40,false
D-3,Th,15:40,false
D-3,Fr,15:40,false
D-3,Sa,15:40,false
D-3,Su,15:40,false
D-5,Mo,08:00,true
D-5,Tu,08:00,true
D-5,We,08:00,true
D-5,Th,08:00,true
D-5,Fr,08:00,true
D-5,Sa,08:00,false
D-5,Su,08:00,false
D-5,Mo,08:20,true
D-5,Tu,08:20,true
D-5,We,08:20,true
D-5,Th,08:20,true
D-5,Fr,08:20,true
D-5,Sa,08:20,false
D-5,Su,08:20,false
D-5,Mo,08:40,true
D-5,Tu,08:40,true
D-5,We,08:40,true
D-5,Th,08:40,true
D-5,Fr,08:40,true
D-5,Sa,08:40,false
D-5,Su,08:40,false
D-5,Mo,09:00,true
D-5,Tu,09:00,true
D-5,We,09:00,true
D-5,Th,09:00,true
D-5,Fr,09:00,true
D-5,Sa,09:00,false
D-5,Su,09:00,false
D-5,Mo,09:20,true
D-5,Tu,09:20,true
D-5,We,09:20,true
D-5,Th,09:20,true
D-5,Fr,09:20,true
D-5,Sa,09:20,false
D-5,Su,09:20,false
D-5,Mo,09:40,true
D-5,Tu,09:40,true
D-5,We,09:40,true
D-5,Th,09:40,true
D-5,Fr,09:40,true
D-5,Sa,09:40,false
D-5,Su,09:40,false
D-5,Mo,10:00,true
D-5,Tu,10:00,true
D-5,We,10:00,true
D-5,Th,10:00,true
D-5,Fr,10:00,true
D-5,Sa,10:00,false
D-5,Su,10:00,false
D-5,Mo,10:20,true
D-5,Tu,10:20,true
D-5,We,10:20,true
D-5,Th,10:20,true
D-5,Fr,10:20,true
D-5,Sa,10:20,false
D-5,Su,10:20,false
D-5,Mo,10:40,true
D-5,Tu,10:40,true
D-5,We,10:40,true
D-5,Th,10:40,true
D-5,Fr,10:40,true
D-5,Sa,10:40,false
D-5,Su,10:40,false
D-5,Mo,11:00,true
D-5,Tu,11:00,true
D-5,We,11:00,true
D-5,Th,11:00,true
D-5,Fr,11:00,false
D-5,Sa,11:00,false
D-5,Su,11:00,false
D-5,Mo,11:20,true
D-5,Tu,11:20,true
D-5,We,11:20,true
D-5,Th,11:20,true
D-5,Fr,11:20,false
D-5,Sa,11:20,false
D-5,Su,11:20,false
D-5,Mo,11:40,false
D-5,Tu,11:40,true
D-5,We,11:40,true
D-5,Th,11:40,true
D-5,Fr,11:40,false
D-5,Sa,11:40,false
D-5,Su,11:40,false
D-5,Mo,12:00,true
D-5,Tu,12:00,true
D-5,We,12:00,true
D-5,Th,12:00,true
D-5,Fr,12:00,true
D-5,Sa,12:00,true
D-5,Su,12:00,false
D-5,Mo,12:20,true
D-5,Tu,12:20,true
D-5,We,12:20,true
D-5,Th,12:20,true
D-5,Fr,12:20,true
D-5,Sa,12:20,true
D-5,Su,12:20,false
D-5,Mo,12:40,true
D-5,Tu,12:40,true
D-5,We,12:40,true
D-5,Th,12:40,true
D-5,Fr,12:40,true
D-5,Sa,12:40,true
D-5,Su,12:40,false
D-5,Mo,13:00,true
D-5,Tu,13:00,true
D-5,We,13:00,true
D-5,Th,13:00,true
D-5,Fr,13:00,false
D-5,Sa,13:00,true
D-5,Su,13:00,false
D-5,Mo,13:20,true
D-5,Tu,13:20,true
D-5,We,13:20,true
D-5,Th,13:20,true
D-5,Fr,13:20,false
D-5,Sa,13:20,true
D-5,Su,13:20,false
D-5,Mo,13:40,true
D-5,Tu,13:40,true
D-5,We,13:40,true
D-5,Th,13:40,true
D-5,Fr,13:40,false
D-5,Sa,13:40,true
D-5,Su,13:40,false
D-5,Mo,14:00,true
D-5,Tu,14:00,false
D-5,We,14:00,false
D-5,Th,14:00,false
D-5,Fr,14:00,true
D-5,Sa,14:00,false
D-5,Su,14:00,false
D-5,Mo,14:20,true
D-5,Tu,14:20,false
D-5,We,14:20,false
D-5,Th,14:20,false
D-5,Fr,14:20,true
D-5,Sa,14:20,false
D-5,Su,14:20,false
D-5,Mo,14:40,true
D-5,Tu,14:40,false
D-5,We,14:40,false
D-5,Th,14:40,false
D-5,Fr,14:40,true
D-5,Sa,14:40,false
D-5,Su,14:40,false
D-5,Mo,15:00,true
D-5,Tu,15:00,false
D-5,We,15:00,false
D-5,Th,15:00,false
D-5,Fr,15:00,true
D-5,Sa,15:00,false
D-5,Su,15:00,false
D-5,Mo,15:20,true
D-5,Tu,15:20,false
D-5,We,15:20,false
D-5,Th,15:20,false
D-5,Fr,15:20,true
D-5,Sa,15:20,false
D-5,Su,15:20,false
D-5,Mo,15:40,true
D-5,Tu,15:40,false
D-5,We,15:40,false
D-5,Th,15:40,false
D-5,Fr,15:40,true
D-5,Sa,15:40,false
D-5,Su,15:40,false
D-6,Mo,08:00,true
D-6,Tu,08:00,true
D-6,We,08:00,true
D-6,Th,08:00,true
D-6,Fr,08:00,true
D-6,Sa,08:00,true
D-6,Su,08:00,false
D-6,Mo,08:20,true
D-6,Tu,08:20,true
D-6,We,08:20,true
D-6,Th,08:20,true
D-6,Fr,08:20,true
D-6,Sa,08:20,true
D-6,Su,08:20,false
D-6,Mo,08:40,true
D-6,Tu,08:40,true
D-6,We,08:40,true
D-6,Th,08:40,true
D-6,Fr,08:40,true
D-6,Sa,08:40,true
D-6,Su,08:40,false
D-6,Mo,09:00,true
D-6,Tu,09:00,true
D-6,We,09:00,true
D-6,Th,09:00,true
D-6,Fr,09:00,true
D-6,Sa,09:00,false
D-6,Su,09:00,false
D-6,Mo,09:20,true
D-6,Tu,09:20,true
D-6,We,09:20,true
D-6,Th,09:20,true
D-6,Fr,09:20,true
D-6,Sa,09:20,false
D-6,Su,09:20,false
D-6,Mo,09:40,true
D-6,Tu,09:40,true
D-6,We,09:40,true
D-6,Th,09:40,true
D-6,Fr,09:40,true
D-6,Sa,09:40,false
D-6,Su,09:40,false
D-6,Mo,10:00,true
D-6,Tu,10:00,true
D-6,We,10:00,true
D-6,Th,10:00,true
D-6,Fr,10:00,true
D-6,Sa,10:00,true
D-6,Su,10:00,false
D-6,Mo,10:20,true
D-6,Tu,10:20,true
D-6,We,10:20,true
D-6,Th,10:20,true
D-6,Fr,10:20,true
D-6,Sa,10:20,true
D-6,Su,10:20,false
D-6,Mo,10:40,true
D-6,Tu,10:40,true
D-6,We,10:40,true
D-6,Th,10:40,true
D-6,Fr,10:40,true
D-6,Sa,10:40,true
D-6,Su,10:40,false
D-6,Mo,11:00,true
D-6,Tu,11:00,true
D-6,We,11:00,true
D-6,Th,11:00,true
D-6,Fr,11:00,true
D-6,Sa,11:00,true
D-6,Su,11:00,false
D-6,Mo,11:20,true
D-6,Tu,11:20,true
D-6,We,11:20,true
D-6,Th,11:20,true
D-6,Fr,11:20,true
D-6,Sa,11:20,true
D-6,Su,11:20,false
D-6,Mo,11:40,true
D-6,Tu,11:40,true
D-6,We,11:40,true
D-6,Th,11:40,true
D-6,Fr,11:40,true
D-6,Sa,11:40,true
D-6,Su,11:40,false
D-6,Mo,12:00,true
D-6,Tu,12:00,true
D-6,We,12:00,true
D-6,Th,12:00,true
D-6,Fr,12:00,true
D-6,Sa,12:00,false
D-6,Su,12:00,false
D-6,Mo,12:20,true
D-6,Tu,12:20,true
D-6,We,12:20,true
D-6,Th,12:20,true
D-6,Fr,12:20,true
D-6,Sa,12:20,false
D-6,Su,12:20,false
D-6,Mo,12:40,true
D-6,Tu,12:40,true
D-6,We,12:40,true
D-6,Th,12:40,true
D-6,Fr,12:40,true
D-6,Sa,12:40,false
D-6,Su,12:40,false
D-6,Mo,13:00,true
D-6,Tu,13:00,true
D-6,We,13:00,true
D-6,Th,13:00,true
D-6,Fr,13:00,false
D-6,Sa,13:00,false
D-6,Su,13:00,false
D-6,Mo,13:20,false
D-6,Tu,13:20,false
D-6,We,13:20,true
D-6,Th,13:20,false
D-6,Fr,13:20,false
D-6,Sa,13:20,false
D-6,Su,13:20,false
D-6,Mo,13:40,false
D-6,Tu,13:40,false
D-6,We,13:40,true
D-6,Th,13:40,false
D-6,Fr,13:40,false
D-6,Sa,13:40,false
D-6,Su,13:40,false
D-6,Mo,14:00,true
D-6,Tu,14:00,false
D-6,We,14:00,false
D-6,Th,14:00,true
D-6,Fr,14:00,false
D-6,Sa,14:00,false
D-6,Su,14:00,false
D-6,Mo,14:20,true
D-6,Tu,14:20,false
D-6,We,14:20,false
D-6,Th,14:20,true
D-6,Fr,14:20,false
D-6,Sa,14:20,false
D-6,Su,14:20,false
D-6,Mo,14:40,true
D-6,Tu,14:40,false
D-6,We,14:40,false
D-6,Th,14:40,true
D-6,Fr,14:40,false
D-6,Sa,14:40,false
D-6,Su,14:40,false
D-6,Mo,15:00,true
D-6,Tu,15:00,false
D-6,We,15:00,false
D-6,Th,15:00,true
D-6,Fr,15:00,false
D-6,Sa,15:00,false
D-6,Su,15:00,false
D-6,Mo,15:20,true
D-6,Tu,15:20,false
D-6,We,15:20,false
D-6,Th,15:20,true
D-6,Fr,15:20,false
D-6,Sa,15:20,false
